tweets,target
Feeling respect to this person irrespective the party.,1
He is an intellectual. Not at all a politician. Also a Global Citizen.,1
Yes what he said is correct. Why this much age gap??? Because the people are young and we have 60+ people ruling in the cabinet. We need young blood and they'll have more ideas and concepts.,1
"Sir. You are always fit to be the Prime Minister of India. You are very knowledgeable.
To replace it
Today, to my knowledge, no one else is eligible in India",1
Beautiful vision a great person who knows what and how to make things right hat's off for your concern for the common people,1
Congratulations for your suggestions,1
"a good team leader, motivator, sincere approach. I appreciate him. But I keep him in abeyance in miles and miles away, in political and social life. As an admin, he is pretty good in KSRTC.",1
"As per my personal experience, Ganesh sir is trust worthy",1
EXCELLENT ADVICE. YOU WILL BE ABLE TO BRING KSRTC,1
After Annamalai it will be K.Surendran and Suresh Gopi in kerala creating sensation,1
Kadanapally Ramachandran is a leader with a gentle personality,1
How quickly this happened,1
Maybe Rahul is honest,1
Rahul is right and does not hide the truth. ...Rahul said this and the truth about how India should be. ......Anyone can become a politician. Politics that is good for India is not for the poor ☝️,1
Yes accurate observation BJP is back in power,1
@RajeshSivan-sb2nh has started in bjp to elect president,1
he said correct bro. NDA Govt and Congress opposition..ini Anu super bharanam,1
Indeed Inger is super because Inger is a person who has seen the world and is not just a branch like Kandavanmare,1
I agree with what Rahul said.. You are right,1
Anyway can be justified..Rahul. Rahul is smart,1
Rahul you have become very mature Congratulations,1
"Very good review and very good message..
Thank you Rahul Eshwar",1
"If every party has a secular leader, all parties are super",1
"Why is Modi's education not disclosed? Modi's speech is at the level of a person who is not even a 10th grader. Words that should never come from the mouth of an ordinary politician. How many castes in India are allowed to worship Rama? We have more than three thousand castes. Then there are more than twenty-five thousand sub-castes. That is, untouchables and those who have food. Once Vayalar Ravi's son's marriage was conducted in Guruvayoorambalam, what a commotion there was.",1
Raman is not a god..He is a human form of Vishnu..Anyone can follow him and people love Raman because he is Maryada purushottaman..He is not a god like Vishnu or Shiva..Just a human..,1
"If you see the thinking of Modi and his friends, that is the funny thing that Sri Rama belongs only to BJP people",1
"Otherwise, it is better if the canoe is hidden",1
"Thank you Rahul
Good thinking",1
"Uttar Pradesh has the highest number of homeless people. Therefore, Lord Ram decided not to arrange for me to stay in such a big house for the time being. The defeat happened there because the Lord had decreed that all the subjects of Uttar Pradesh could enter the house only after the house was ready.",1
"Ragul Ishwar He who has attained the light (knowledge), may he also be the light of the society ",1
"The place with the best voters in India are the Hindus of Ayodhya, the best voters are the ones who have shown on this soil that politics of hate has no value.",1
"Rahul has changed a lot as a person. We should appreciate that. He learned from his mistakes, his words, now he is a better person.",1
To change color like this one. Can't even come to a good talk,1
Rahul first time u impressed me,1
He will survive safely with the power of his tongue...he can manipulate anything and everything to anything.,1
"How cool and simply, he is whitening Modi",1
"Ram Lalla is not bad..
Work started sitting on the church yard...",1
"What kind of justice does a Prime Minister do to the Constitution of India, who stirs up the people of the country to the point of killing each other on the basis of casteism? In fact, he should not be placed in any constitutional position",1
"The whole world sees India as our unity in diversity, secularism and democracy, our different religions, bhakshas, ​​culture and food. The world is watching with wonder how India manages these diversities and not in ending the communal divides minorities.

Those who enter the administration should strive and try to unite the country and bring the welfare of the country. .",1
You said very well.. Will I get heaven or something?,1
I saw a post on fb yesterday morning saying that if BJP comes to power this time there is no Allah or Allah is BJP. You didn't say that much,1
 @nurhudamadeena3234 First try to get power we don't have 5 Prime Ministers then Congress I don't blame them but they managed to achieve it alone but there was a sympathy wave,1
"It should not be underestimated that in the third round too, the bjp single-handedly won more than the opposition's 28 seats. BJP votes have also been decisive in the victory of allies who contested under the NDA brand. They have immense leadership skills to build the cabinet and carry it with discipline, cohesion and stability. If there is defection and a tug of war there, they know the tricks of the trade to find a solution to that problem. Let India grow as a world power no matter who rules.",1
Suresh Gopi now put on a respectable dress I remember what he said a year ago bulldozers in UP should be used in Kerala we can't forget that Suresh Gopi won is a game played by Congress and CPM It is a pre-arranged murder to prevent Murali from becoming Chief Minister Murali was left to be killed After seeing the current situation at the center Suresh Gopi started showing secular character inside him Hiding,1
Lord Rama must not have liked that the church was demolished and a temple was built in his name on the site of the church. Of course It will be thought that at least this kind of punishment should be given,1
"It took this election to make us understand that we cannot win in India on the basis of casteism, we only need to see that Rahul is changing the plate.",1
"Without his extreme left and extreme right, there are no other arrows in his quiver, my Lord Shiva...",1
The real reason for the defeat was the demolition of the Babri mosque and the construction of the temple,1
Suresh Gopi won not because of his party. But he is a good human being,1
"Sharikkum onth, Suresh gopiye modhi role model aakkanam very good opinion",1
Why tell an open secret??  But let there be a good governance in our India,1
Rahul Gandhi's sweet revenge for teasing him by calling him Pappu,1
Hey Rahul. How lightly it is said that because of not giving compensation for the loss of house and land in Ayodhya. There are many stories of innocent souls to be told.,1
Enthenkilum..Para clear ayi,1
This victory is not the victory of the party called BJP. This victory is the vote for the owner of a good mind named Suresh Gopi,1
Hashmi Taj Ibrahim Rahul Pappu should give a grand introduction the next day to become Wayanad PM again.,1
It will be said that right and left should be called for discussion until they are neutral.  Do not touch the face of the onion spot!!,1
A lot has been experienced for Rama since time immemorial. Raman himself will lead the country in the future too. Do not quarrel with those who give you energy to talk.,1
Yes..it should be..India..it is not..then..break it up..and make it into many countries that existed in the past..,1
Shriman Rahul Eshwar has waxed Modi's communal hatred with good butter....now it can only be spread on bread..don't mind the election's bejarukaranam saying a little bit of rubbish... bowed,1
"We should not make fun of other people's Gods, a Muslim would never make fun like this, Islam hates it",1
Do you want that much Rahul.. Didn't you go a little over.. Oh,1
How easily he justifies the Prime Minister's racist - xenophobic - alienation. Damn,1
Rahul flew sathyam. India needs a strong opposition.,1
Then that is the real Jai Shriram,1
Being Prime Minister and not being able to do anything that you set out to do is a greater punishment than being in the opposition,1
This election is a message that Modi should live as a human being. Modi should never have done such cruelty to the people of this country. It would be better if there was no more guilt.,1
This country will not be better without burning all this rat waste.,1
"[At 3:00] As Rahul Eshwar admits, Rahul, who was ""hurt"" when ""Madhavi Lata"" swung a bow against a mosque, has no pain at all when he thinks about Babu Bajrangi, who killed Indian Muslim women and pregnant women in Naroda Patiya in 2002 and hid him in a guest house in Mt Abu, Rajasthan.... But when I hear that it is worship, I feel amazing!!!",1
Lord Rama threw away the first thing he took and Vivekananda also asked who are you and who do you think?,1
Where is the strong opposition? The indi front is a ball handled by the pale air valves pale leaders. You can't say who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one.,1
"If the canoe is hidden, then it is better to go out. What is Rahul's happiness?",1
really,1
Rahul seems to have just escaped from the stock market crash. Its happiness will be on the face,1
It is sure that he has stepped foot in UP..,1
Love Rahul,1
Original ont according to time.,1
Rahul is the new God,1
Rahul ishar is right,1
How can you love Gandhiji and Hegdewar at the same time? You are a cobra.,1
"Hashmi, almost 10 years these congress leaders were staying useless, losing the ability to protest against Pinu administration.
Now congress won, just because of the hatred towards Pinu.

Don't think these congress leaders are very eligible for this kind of winning",1
Good morning,1
"Sri Raman placed inside the temple constructed by multimillion crores and acquired the land after demolition of masjid and without satisfaction by the people owned earlier to his follower that once he left all his wellness, kingdom and luxury and went bare foot to forest.",1
This good kura kal guy should have got NDF car jail or many venues and many tuttu,1
"I am happy for Suresh Gopi's success, please don't call him Chanakam anymore",1
A garden is beautiful only when all the flowers are blooming,1
Pappu Gandhi was the first to say hatred...have you forgotten all that?,1
Rahul higida now he is Congress how many father rahul hijada,1
Suresh Gopi does not take any fast.. Even in this fast he did not fast.,1
"However, when you think about how Rahul Eshwar hit the u turn, it is surprising",1
"Hashmee should not waste Hashmee's precious time, Rahul has not received a single positive word from Rahul, Dhoni is still supporting Modi.",1
He claims himself as right wing supporter and Gandhiwadi at the same time!!,1
The great hunter came again,1
309 seats NDA strong,1
Octopus has many arms and legs. It will be placed in every boat,1
How can you do all this Rahul... You are a combination of many personalities.,1
"(guru) tweet sometime back.” Ravi Shnkar in his tweet had said, “It is refreshing to know that the rupee will get stronger at Rs 40 per dollar if Modi comes to power. now he wants good opposition ",1
"Hi is the real.., RSS Politician",1
"Vattan who performed ""Tyanam"" by covering him with wool during the hot season 
Kilavan should not be so hungry..",1
"Rahul Eshwar, Narendra Modi is not the reason for extreme stance, with well-justified justification, Narendra Modi has made many divisive speeches, made many speeches in a way that creates division, saying that Rahul Eshwar is a false face, upper caste Hinduism is hidden in him, people should avoid extremists like you who call him an observer.",1
"only politics,,, no benefit,,,, muslim good people will not fit in this,, hindhu good people will not fit in this,, religion is over,,, now, muslim,,, hindhu card will not work,,,, if you don't serve the people next time gopi,,",1
But mosque avid thanne undakumayirunnu,1
OK sheri ipoo enda avide shree ramane nerittu kanan pattumoo??,1
"Everyone eats temples and churches when they are hungry, right?!",1
Win BJP NDA 300 seats,1
"What you have said is not the truth. Modi, who has lost control of his own growth, has forgotten the BJP, forgot the RSS and acted like a dictator. The reason for this is the defeat in UP.",1
"Yes, Gandhi also became RSS. This story is good, it should make a mess ",1
"Such a joke brother! Your leader is a joke, he can't even bravely stand by what he believes in. Oro idath oron parayum. Apo sathyam paranjal enthan ningalude aadarsham?
Muslim virudhan aanengil annennu paraya...allathe oridathu musimsne theri parayum, matte idath marich parayum. Apo angane oru nethaavine support cheyna alkare alle mandanmar akunath?",1
"In any case, we can rest assured that the law will not come in India in 2047, right Hashmi",1
"The good thing is that if the wife does not stop giving birth, tell her to give birth to two more children.",1
Exactly.,1
Pari is his old Brahmin nature which is not in his mind till now thiettam ngalkk vali pappadam.,1
"​ @cartoons8013 tell your mother to lie down and lie down as a Brahmin, ok then your problem will be over.",1
"@biniltb It's okay with you there, isn't it?",1
"Enthu payattikondu irunnathu ...inequitable zindabad, muthalali murdabad ennokke paranju paranju kazhuthakalaya anthems nu ellam drugs and liquor koduthu party slaves aaki ...is this communist social engineering...and made all the laborers starving by closing down thousands of business establishments in the name of right to fight and trade unionism...plus day in day out harthals and bandhs.  Kerala will only develop after the death of communism.  Mind you I was a hard core communist till 1980 after the formation of BJP started supporting them but used to vote only LDF when ever I was in kerala during election time as I always used to treat communists Asa hindu party ...they never had any alliance with kerala congress or muslim parties. This was old days story ",1
"Will that good man win if he stands in Ponnani or Malappuram or Wayanad????? 
So this is also a political vote",1
Can you win over a Hindu in Malappuram?,1
"Sureshgopi is a good man, that's enough for Thrissur",1
"​ @kathalan162 then how come cpim Muslim league and congress here, they the most communal parties",1
"Of course this combination must change Kerala politics...
Must teach them real politics and social justice",1
Marumon love as Palestinian love app of Ldf,1
"Murali lost because of Hamas, Pinarayi lost because of Hamas love and Sunil lost",1
The people of Trissivaperur had said on that day that a male lotus would bloom in the land of Vadakkumanath and Narendra would be the Union Minister of India. It rose like a new sunrise.,1
Kerala will know who SG is in 5 years. Big suresh gopi fan from my childhood- 25 years (social work & acting),1
"Knowing neither Hindi nor English, Chun and Churli decided to go to Delhi.  Thank you very much to the people of Thrissur for giving a true leader to Kerala.",1
"This is not at all the Reasons, The Cultural City Wants a Good Leader.",1
As if the little thief has made some great invention.. This is happening all over Kerala for ages..,1
"I have one thing to say as a person who worked at the booth in Thrissur, when we went to the houses to ask for votes, some of the people in the ldf and con houses gave us a reception like how they treat the guests who come home with great love. We are thinking differently this time. Will you secure our vote? ",1
"I can't stand it.. No matter how many sit-ins, SG won.",1
"It is a personal vote given by the people to SG Sir! , he is a good man",1
people are watching him past 10 years and they know the truth that he is the most generous person with good deeds,1
Muslim love is the reason,1
", 24 news channel's historical discovery everyone listen carefully a boy is moaning for some reason why should you get some hot water ",1
Sg is never a religious voter and he has the goodness to see all men as equals. That is the success of sg,1
"Suresh Gopi is a man with heart, many Muslims have voted for him this time, Christian and Hindu have voted, they are all from Thrissur and this time, he has done a good thing, I am from Kollam, I am also sad that I can't vote for SG.",1
SG……what are you saying……he won by people’s vote…..when listening to your story tell something…….acknowledge his victory first……you Find out why the first losers lost...,1
Nice work bro,1
Also the talent of bjp district president... Aneesh is a good coordinator and visionary,1
"Venu, very good analysis, ",1
Suresh Gopi will be a Cabinet Minister at the centre. He will surely do a good job. Congratulations to SG.,1
Great analysis,1
Best explanation.,1
"I'm afraid LDF UDF may align in Trissur to have only 1 candidate. ,which will be very interesting if they did that.",1
Absolutely good observation! But it's for shining future!,1
Cool description. Super,1
"Ever loving person is Suresh Gopi irrespective of Religion .A loving family 
Secularist. Muralidharan is respected 
and not avoiding him. Peace be with him.",1
The boil of the worm bite.. a great genius.. oh amazing invention.. don't sunbathe on that bald head..,1
"Great analysis, hats off to you ",1
DECENT OBSERVATIONJAY INDIA,1
Very correct observation,1
"Sir super deeply examined and excellent criticism 
on Suresh Sir' devoted work and campaign ",1
Very good review. Good message,1
Super analysis,1
How did you see so much?,1
Good observation.  Go ahead.,1
"Super, wish and pray that Suresh Gopi remains an MP and minister for a long time, for the welfare of the commons.",1
Wow... I didn't say this before the result,1
Good report,1
Chandran Mullachery's voice is excellent,1
Suresh gopi great,1
"Tomorrow we will come with a new story about Thiruvananthapuram, Atingal and Alappuzha",1
Perhaps the left and right have understood that Kerala is not Balikeramala for BJP. Here all the minorities voted for Suresh Gopi. Congratulations,1
True it is not because of BJP's merit but that person's merit,1
TRUE,1
God is kind,1
True words,1
The people of Thrissur showed good intelligence...SG won,1
"A gentle man, lovely man, kind minded man, A real man with extra dreams",1
"Whatever engineering is their skill..
People like SG will be liked, accepted and loved by the people no matter which party they belong to.
      No one should even dream that they will get Thrissur from the hands of SG.",1
"Real politics, association of generous mind, must CONTINUE, FURTHER FUTURE",1
"Exactly right, but he has a good heart.",1
state award for a good narrative 24. How much did you get?,1
Suresh Gopi is a good man...that's the secret of success...,1
"Exactly the same strategy will continue in trivandrum, aleppy too.. ",1
Neither of the factors you have inferred and detailed here supported his victory other than the inherent mental attitude of women voters towards Suresh Gopi paved his way to victory.,1
Suresh Gopi nice person.we vote him,1
"Regardless of politics
 A good person won.. ",1
SG Suresh Gopi is the golden son of Kerala,1
more than what u said people trusted him,1
Can you tell me what kind of social engineering was used to win Shafi Vadakara from Palakkad...?,1
"You are 100
is ok",1
"If Poten does well, everyone wins",1
Suresh Gopi is a man of integrity and sincerity. A man who keeps his words and promises. Both UDF and LDF use Christians only for votes and after winning ignore them. Now the quiet and law abiding Christians have proved they can give a 'shock treatment'. Never again take their votes for granted. Earn it for yourselves by listening to them and meeting their needs.,1
Ask sir to tell you how much you got.,1
"This is a kind of jealousy, as they say that there is no medicine for envy and bitterness",1
He was humiliated by Murali's jihadist appeasement and disregard for other communities. Politicians are responsible for giving equal justice to everyone without stooping to such a level.,1
SURESH GOPI _ Super Hero _,1
"Suresh Gopi worked there sincerely for last five years. It is not enough to come to the constituency only during the election.
The parties should decide now who will contest the next time and start working",1
"When the league said that our people don't need Murali, our man Shafi is enough, they got rid of Murali as a nice...",1
"Yes
The observation is accurate",1
Don't you say something to make Venu happy too?,1
BJP will win many constituencies in Kerala. That is what the BJP's vote increase in many constituencies this time shows,1
"Called Sangi, Krisangi
Effectively evolved
First time in Kerala
Cultural capital
It is in Thrissur. Slow down now 
Slowly in other mandals too
We can see it with a refreshing view.",1
No it's purely heart based... No need for any evaluation... People started to vote based on people,1
The role of the media in creating communal slums is also not small,1
This is not BJP's win but it is S.G personal win with his winning appeal. It is a proof from his speech after winning the Trissur seat. He must remember the fate of Smruthi Irani if ​​he changes his policies from the present secular thinking.,1
"In any case, Sureshgopi has reached the hearts of the people because of the good service he has given us.",1
"Go ahead
Women are the architects of success",1
"This is the first political strategy of BJP..if it has a strong base, it will bring out its own image....UDF LDF fronts in Kerala realized this and could not throw an inch earlier..stood idle..",1
What is he saying?... Is he full of racism?,1
Not a single good comment in your favor,1
"One hundred percent true, many people I know, including myself, voted for Notta, as well as those who did not vote, the positions of Congress, especially VD Satee Shan, were insulting to Christians. UDF's victory is due to prideful hatred of Pinarayi regime and Govindanmash, if there were good BJP candidates in every constituency they would have won.",1
ninnum of you heard the core observation after many years..,1
Proud to be a Thrissurian... Thrissurians can't be fooled when they say it.... SGBJP,1
Excellent analysis by Shri Venu.,1
"Sir, what you are saying is not true at all. Pradiksha is a Hindu who lived here not BJP but human love. Christian. Muslim is not. How many Muslim children have voted? People want a good person. Experimenting with genes is for good. I have a word for Suresh Gopi sir. This is not your victory, it is not BJP's victory, the genes are testing you",1
Flute sound,1
Pratapan's call came from Thrissur when Muraliettan was doing social emginnering in Vadakara.,1
"Pulli understood that Suresh Gopi won't tolerate it, that's why he is trying hard to see if he can extinguish the light of his victory.",1
"If you listen to what he says, it is as if he has seen it right",1
Not because of helping others. 24 news is good,1
"There is no point in crying only when they win, after a while they will reveal the truth and when the oath is over, Modi also came and cried saying that he did not lose but won.",1
B J P STRONG KERALA,1
Thrissur has become a cultural city that can't be used for anything.,1
Social Engineering KKPP of Congress,1
"Reason for Congress loss: 
1. Hamazolitaram 
2. Support terrorism 
3. Taking advantage of crowning the mother 
4. Unnecessary Controversy by Media Worker 
5. Suresh Gopi is a good man",1
Not only he is a human than your calculation so study some more about SG,1
"It is not a fairy tale. First Muralidharan should come among the people. How can Murali, who does not understand the plight of the people who do not come out of the house, run away from the people? Yes, Sureshgopi has done it.",1
That is the only public support a good man has got. Everyone who eats rice knows what this wonderful invention means,1
The biggest relief in this election is not blaming EVMs for the Sanghs. Can anyone bear to blame an object which he esteems more than his own?,1
Why did LDF &UDF not implement SG's plan? Shameless to say?? Thanks,1
Don't vote for those who supported Hamas but will vote for those who killed their own brothers in Manipur.,1
Kuthi Thirip Channel. People love goodness. No one looks at the party. Aren't you here to write palace secrets?,1
"Suresh Gopi has not done any of the social engineering that Sunil Kumar has been working on for years in Thrissur. Sunil Kumar has more social influence than Suresh Gopi.
Thrissur is politically a Congress constituency. Suresh Gopi's victory is the change in their vote. Congress leaders in Thrissur made it! 

It is petty and ridiculous to judge the people of Thrissur by caste by creating sectarianism such as Christian vote and Hindu vote.",1
Missed the main (core 7:55) point….,1
Simple.. The people of Thrissur realized that Sureshgopi was a good leader even though it was a little late.. They chose him for them.. It doesn't need much explanation.,1
Murali better go to BJP,1
"Religion says Kerala, media, politics, good man has won and that's it, don't get high.",1
My dear sir corrected me in Malayalam saying we have threatened cardinal and fathers we will stop the funds coming from abroad we will put you inside through BJP if I win I will get rid of you from all that turn around and lie down why are you repeating this sir stop,1
"Shree Suresh Gopi's secularism is not for votes like Ganesh Kumar, even if Ganesha wins a thousand births he cannot stand on the four feet of Suresh Gopi.",1
Suresh Gopi's lawsuit against Media One for talking on the shoulder of a female reporter of Media One has caused a large number of women to sympathize with Suresh Gopi. Realize that women see this issue differently than men.  A woman's mind cannot be seen through the eyes of male religion.,1
LDF helped in consolidation of Hindu and Christian votes by supporting Hamas and appeasing minority.,1
"So if the religious and communal Fascist RSS guy wins, isn't he a social engineer.. If Shafi wins, it's religious unification.. Shameless uncle media thumpers ‼️",1
"Golden friend, why so much research, if the people are convinced that the person is good, they will definitely win.",1
"Many women voters who thought they were UDF went to SG. Movie actor, good height, flying kiss ... women are not naturally volatile",1
"No matter how much you cry, Suresh Gopi's success will be accepted by those who listen to media clowns and laugh.",1
"A Christian Muslim Lehala was planned to be made in Kerala, centered in Thrissur town.. Fortunately, it was decided not to do it again....... Some moderates in the BJP itself. .. due to the timely intervention of those who were involved..... their majority target was 150000...",1
Oralu wins because he gets more votes,1
Ningalude ee video um channel um vare oru social kuthithirup engineering alle??,1
Venu good story and never ever accept BJP won the election because mind still with CPM venu and his brother both are against BJP as journalists should be an independent,1
"Both the left and the right think that the Christian minority is a cash cow. Even though it is not as much as that of CPM and UDF, if the favoring of one section continues, the foundation of CPM and UDF will still be shaken. After winning, if they try not to look back at that constituency, then they will have defeated him. When Ari, Malar and Kunthirik were threatened, the inaction of Pinarayi government caused a rift in this society.",1
What kind of stories are you making....doesn't he have any other work....suresh gopi...what is sprouted in the fire will not wither in the sun...,1
A great sight,1
"Yes, sir, it was the Christian who won.. He will win again... But what Israel is experiencing today, after some time, we too will have to experience it.. Do you understand, sir?",1
Suresh Gopi's win for you can be understood by the worm's bite,1
"If Suresh Gobi didn't win e times, Suresh Gobi would have been worth it.",1
"Did you understand all this now?
Isn't it good if you do social engineering and succeed?",1
"Ha ha ha ha ........according to this journalist, BJP is a Hindu Party, then what about Communist, is it Muslim party or Christian party... you are talking non-sense without the ground reality. In the first place Mr. Suresh Gopi sincerely, worked for the people in need. Yes, you are right, Mr. Suresh Gopi had a close contact with Christians, but he was not carried away into Christian an agenda but took them into confidence. Suresh Gopi political conviction and a dedicated service to the people, irrespective of party background. 
Politicians of Kerala must learn from Mr. Suresh Gopi's example of people-oriented party work, and not mere professional political work, as means for building up popularity, position, and wealth making, using all means corruption, and meaningless dramas. People reject such professional political works of politicians. Political work is for the nation building and working for the welfare of all people without corruption. Once the Party exists for the people and the nation, position, popularity and means of service automatically comes to the dedicated political workers.  If politicians cannot do this kind of work, they should be rejected and thrown into the dust bin. Mr. Suresh Gopi served the people and the nation. Nation first, then the rest.",1
There is no problem if you win by saying Eke Kati Pratapan,1
"Fayankara invention. You are not a golden boy, a golden boy. Get up and leave.",1
"This is the mind of good people.. If you listen to your speech, you will know that it is a communal speech...",1
"He won in Thrissur not because of social engineering but because of media engineering. Till April 20, Sureshgopi took the mic until he went to the toilet and went after Nalla and successfully marketed it smoothly.",1
Kashttam new kanda piduttham kolam entha ayealum ...ayeal avida work chyum enida namuka talk chyeam ktoob,1
Good story,1
"Bjp lost TVM,Atttingal for less than 15000 votes ,they will follow SG ROUTE NEXT TIME GOOD LUCK",1
Public ayi hamas support cheythu udf ldf .... Terrosiam supporting in kerala....,1
"Anthu kondu Social work sondam money mudakki Social work cheyunnu ella ?nunapasham chumma votu cheyyilla, athu pandu, Social work nt bhalam anu , a manushiyent Social work anu",1
Most of Kalyan group staff are bjp workers. Avoid purchasing anything from Kalyan group.,1
Police action was also planned and executed on pooram day to influence Hindu population.,1
Ah... new inventions,1
wise man,1
"That's right.  But without whitewashing it by calling it social engineering, Modi has been plotting for ages to spread the lotus somewhere in the south. Shit Gopi is the perfect actor for that. Segregation of people.  Christian votes were targeted and acted well. The required money has been received through electoral bonds.  With that money, the mother gets a crown, Vishu kainitham and so on.  Mapra was also with you? Then Prathapana's foot became a support.  In any case, this became a stain on the cultural capital.   No Christian will vote for Sankis if he remembers Manipur incidents. Thrissur gadis did it.",1
"You are so wise, how can you get involved in a girl's case?",1
"If you don't want to win, then go",1
What kind of coconut is he talking about?,1
Than poyi Pani nokku Kammi...SG was the most decent candidate...,1
You have come with a garland of flowers.. Work with dignity and live.,1
"All these channels are coming out now when Modi is a little tired and there will be many more stories like this. In any case, Thrissur Christians will be the ones doing the work of Judas who will be recorded in history. Let the persecuted Christians of Manipur forgive them. Lalsalam Muralidhara.",1
You will never be good at anything,1
Investigation is good,1
"He says to swallow everything without touching the water, why? 
Didn't all Hindus experience the results of swallowing water without touching it for so long?",1
There are still many people to experience,1
All the central ages after or shadow of them after all the powerful priests and bishops lead to this swingin vote,1
"As long as there is a section that calls the one who sees it as father for the sake of success, the BJP has nothing to fear, no matter how it goes, there are 6 MPs in the Congress from Kerala alone, which has 18 percent. All
The parties, even the BJP now, are at odds. giving That is the skill.",1
Great discovery... He is a good philanthropist and Thrissur car won Suresh Gopi by looking at that humanity.. I did not expect this from a news 24 channel..,1
Voters in UP are much better than Christian voters in Trissur,1
Here Hindu Christian communalism is really the victory.,1
Cry loud,1
"Shave rafah gaza ok total peace in the world,, brotherhood, love serving corpse, anus animal bhogi poxo proti camel thief wild rabbi valislatt residual linga wonder ",1
"Being elected as an MP, he should do his best for everyone as an MP of the Vadakaras.
 Do not look at politics, religion or caste in it.
 The Prophet taught us to help those who ask for help.
 Don't forget that because the good we do here will benefit us in the end.
 May Allah grant tawfiq to show good governance.
 Sitting for five years with a hand untainted by corruption or deceit. Good luck seeking the mandate for the next five years",1
Super,1
Thanks for the support people in vadakara,1
"No matter who is stopped, the Congress will win. Don't you say it is wrong to vote against Modi? 1",1
"Let me tell you one thing, you are a good person.... Not even a single person from the party UDF came to the center and took something from the MP fund to develop the country. It's not going to happen because...",1
Have you gone there? Pulatina: A good leader for the people of Vadakara will go there and they will understand the problem.,1
super handsome shafi.....,1
This is only our success. Thank you very much.,1
"The citizens of Bharath are telling Janab Shafi Parambil's state that your victory is a political victory. You need not say much amount Mathethatahwam. 
This Mathethatahwam can be told to your main Alliance party of UDF. Because of the support of this Mathethatahwam party only Congress has won in almost all constituencies.
After Janab Shafi Parambil's first entry as MP in Lokhsabha. After that what you are going to do in Loksabha and how you are going to do at least the minimum program for the Mathethatahwam voters.
Congress party betrayed the sitting MP Sri Muralidharan who again he wanted to stand in Vadakara. 
But due to the pressure of one Mathethatahwam alliance party in UDF has only paved the way for Janab Shafi Parambil to get the congress party candidate chance.
But we the citizens are thankfull to this change of shifting Sri Mural from Vadakara to Thrissur. 
This has become the golden opportunity for BJP candidate Sri Suresh Gopi to win the seat in Thrissur. The Christian religious community of Syro Malabar, CSI CHURH members, Malakara Orthodox Church members, Kaldaya church members, majority of Patriotic Muslims and Hindus together voted Sri Suresh Gopi to win. Jai Bharath",1
"Shafi from Vadakara, don't forget what you are doing in Vadakara. Shafika, there is more.",1
This is the original communal victory,1
It is a vote for a good person named Sureshgopi and not for BJP's party,1
Exactly,1
"If so, don't win last time",1
Shafi is ok�,1
Shafi won the hearts of the people. And Suresh Gopi. That is the right.,1
"@ahrafma7139 Shafi Njaman's man, Gopi Sanki and other religions, right? ",1
BJP's victory is sure... Suresh Gopi is BJP's MP... Now MP will decide only the party's stand,1
"Yes, top notch ",1
​@DarkStorm7 Isn't that true,1
"If this was the party's victory and not SG's victory, how many seats would have been won? Let the poor man sit for five years and try to get two entrances.",1
SG himself said that success is personal,1
This is the vote of an individual named Suresh Gopi. I also like aa person with sincere words,1
This success is the result of what you have done in the society,1
"Mr. Adimudi is honorable, honest and a lover of humanity. Suresh is proud of Gopi's success. A thousand congratulations ♥️♥️♥️",1
"He has said honestly. Did Modi also hear?
People who knew the character of the person was good and voted regardless of the party. Congratulations.",1
Many wanted this green man to win,1
"Apart from you, why didn't any other leader of BJP win, including the president lost",1
It was said that I want Suresh Gopi and Shafi to win in Kerala,1
Cry more,1
"No matter how much Tvm you get, you will not learn..",1
"Congratulations dear SG!  
Good interview. Glad to hear your views & how you plan to develop the other districts too.",1
"The truth is that you won not because you are BJP but because you are a good person, don't forget this humanity",1
"So Inger himself says that this is not BJP's victory..other candidates can be proud..they got their own political votes..then this is also BJP's political failure...and with a BJP MP, Modi's communalism will gain strength in Thrissur..I am worried about Thrissur.",1
"Suresh Gopi good person. I am Communist - But, I like him. Laal Salaam!!!",1
Polichu Welcome NDA. Love you Thrissur,1
Truthful and realistic statement by Sri.Suresh Gopi. Acknowledging the decision of The Voters of Trichur.,1
Ok... didn't you win... Go and rule well.. Ok by the by,1
A very honorable campaign. The truth that only a lifelong learner will take the truth. These words of the arrogant Murali helped sir in his success. May he continue to work and campaign in such a way that no one feels bad. All the best.,1
Everything is clear and there is hope,1
"Suresh Gopi Don't be stupid, a person named Suresh Gopi can't contest even 20 seats. Before this O. Rajagopalan won. Successful as a person. If you talk communally, you will not get votes. It was not only in Kerala but it made the BJP aware of this result",1
"Thrissur gave a good deal. Chai Kudi result, push too much and die",1
Adhani's coin throw win...,1
"For those who do not have a health card place for the poor, make sure to do these two things, sir",1
Suresh Gopi should better understand the people as an MP and think beyond caste and religion lines,1
Sureshetta wishes you all the best,1
Action should be taken against T N Prathap,1
As a person we feel u will do many things for kerala not only for trissur..,1
Agree with that. Gone are the days when you would stab yourself without thinking about anything. It shows that it is not possible to complete two where it is said to get twelve by addition and subtraction!!,1
Glad to finally say it,1
"I am Muslim Malappuram..
Now let Gopi win in Malappuram",1
YOU'RE RIGHT,1
"What SG sir said is very true, now we have to look at the person and vote",1
"Whoever does good will win no matter where they stand, but what is going on now is a knock-on contest",1
